model,pose,f1,precision,recall,support
MLPClassifier,supta padangusthasana,0.6285714285714286,0.6875,0.5789473684210527,19.0
SVC,supta padangusthasana,0.6470588235294117,0.7333333333333333,0.5789473684210527,19.0
KNeighborsClassifier,supta padangusthasana,0.7096774193548387,0.9166666666666666,0.5789473684210527,19.0
RandomForestClassifier,supta padangusthasana,0.7567567567567567,0.7777777777777778,0.7368421052631579,19.0
AdaBoostClassifier,supta virasana,0.0,0.0,0.0,18.0
QuadraticDiscriminantAnalysis,supta virasana,0.4347826086956522,1.0,0.2777777777777778,18.0
GaussianNB,supta virasana,0.4444444444444444,0.4444444444444444,0.4444444444444444,18.0
DecisionTreeClassifier,supta virasana,0.45714285714285713,0.47058823529411764,0.4444444444444444,18.0
MLPClassifier,supta virasana,0.4736842105263158,0.45,0.5,18.0
RandomForestClassifier,supta virasana,0.7999999999999999,0.8235294117647058,0.7777777777777778,18.0
SVC,supta virasana,0.8205128205128205,0.7619047619047619,0.8888888888888888,18.0
KNeighborsClassifier,supta virasana,0.8648648648648649,0.8421052631578947,0.8888888888888888,18.0
AdaBoostClassifier,tadasana,0.0,0.0,0.0,17.0
QuadraticDiscriminantAnalysis,tadasana,0.2857142857142857,0.75,0.17647058823529413,17.0
DecisionTreeClassifier,tadasana,0.3448275862068966,0.4166666666666667,0.29411764705882354,17.0
SVC,tadasana,0.5185185185185185,0.7,0.4117647058823529,17.0
MLPClassifier,tadasana,0.5806451612903226,0.6428571428571429,0.5294117647058824,17.0
GaussianNB,tadasana,0.6153846153846153,0.8888888888888888,0.47058823529411764,17.0
KNeighborsClassifier,tadasana,0.6285714285714287,0.6111111111111112,0.6470588235294118,17.0
RandomForestClassifier,tadasana,0.7333333333333334,0.8461538461538461,0.6470588235294118,17.0
AdaBoostClassifier,tittibhasana,0.0,0.0,0.0,17.0
DecisionTreeClassifier,tittibhasana,0.3225806451612903,0.35714285714285715,0.29411764705882354,17.0
QuadraticDiscriminantAnalysis,tittibhasana,0.4827586206896552,0.5833333333333334,0.4117647058823529,17.0
SVC,tittibhasana,0.6857142857142857,0.6666666666666666,0.7058823529411765,17.0
MLPClassifier,tittibhasana,0.6875,0.7333333333333333,0.6470588235294118,17.0
RandomForestClassifier,tittibhasana,0.7,0.6086956521739131,0.8235294117647058,17.0
GaussianNB,tittibhasana,0.7027027027027027,0.65,0.7647058823529411,17.0
KNeighborsClassifier,tittibhasana,0.7999999999999999,0.7777777777777778,0.8235294117647058,17.0
AdaBoostClassifier,tolasana,0.0,0.0,0.0,18.0
DecisionTreeClassifier,tolasana,0.375,0.42857142857142855,0.3333333333333333,18.0
QuadraticDiscriminantAnalysis,tolasana,0.5,0.5714285714285714,0.4444444444444444,18.0
GaussianNB,tolasana,0.5172413793103448,0.375,0.8333333333333334,18.0
KNeighborsClassifier,tolasana,0.5714285714285715,0.5882352941176471,0.5555555555555556,18.0
RandomForestClassifier,tolasana,0.5945945945945946,0.5789473684210527,0.6111111111111112,18.0
MLPClassifier,tolasana,0.6470588235294118,0.6875,0.6111111111111112,18.0
SVC,tolasana,0.6956521739130435,0.5714285714285714,0.8888888888888888,18.0
KNeighborsClassifier,tulasana,0.0,0.0,0.0,9.0
SVC,tulasana,0.0,0.0,0.0,9.0
RandomForestClassifier,tulasana,0.0,0.0,0.0,9.0
AdaBoostClassifier,tulasana,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,tulasana,0.0,0.0,0.0,9.0
DecisionTreeClassifier,tulasana,0.2222222222222222,0.2222222222222222,0.2222222222222222,9.0
MLPClassifier,tulasana,0.3157894736842105,0.3,0.3333333333333333,9.0
GaussianNB,tulasana,0.3157894736842105,0.3,0.3333333333333333,9.0
AdaBoostClassifier,upavistha konasana,0.0,0.0,0.0,18.0
GaussianNB,upavistha konasana,0.08,0.14285714285714285,0.05555555555555555,18.0
QuadraticDiscriminantAnalysis,upavistha konasana,0.45161290322580644,0.5384615384615384,0.3888888888888889,18.0
DecisionTreeClassifier,upavistha konasana,0.4848484848484848,0.5333333333333333,0.4444444444444444,18.0
MLPClassifier,upavistha konasana,0.5405405405405405,0.5263157894736842,0.5555555555555556,18.0
SVC,upavistha konasana,0.55,0.5,0.6111111111111112,18.0
KNeighborsClassifier,upavistha konasana,0.6470588235294118,0.6875,0.6111111111111112,18.0
RandomForestClassifier,upavistha konasana,0.7096774193548387,0.8461538461538461,0.6111111111111112,18.0
AdaBoostClassifier,urdhva dhanurasana,0.0,0.0,0.0,20.0
QuadraticDiscriminantAnalysis,urdhva dhanurasana,0.4126984126984127,0.3023255813953488,0.65,20.0
DecisionTreeClassifier,urdhva dhanurasana,0.5789473684210527,0.6111111111111112,0.55,20.0
RandomForestClassifier,urdhva dhanurasana,0.8108108108108107,0.8823529411764706,0.75,20.0
GaussianNB,urdhva dhanurasana,0.8108108108108107,0.8823529411764706,0.75,20.0
KNeighborsClassifier,urdhva dhanurasana,0.8333333333333334,0.9375,0.75,20.0
SVC,urdhva dhanurasana,0.8333333333333334,0.9375,0.75,20.0
MLPClassifier,urdhva dhanurasana,0.8421052631578948,0.8888888888888888,0.8,20.0
AdaBoostClassifier,urdhva hastasana,0.0,0.0,0.0,14.0
QuadraticDiscriminantAnalysis,urdhva hastasana,0.0,0.0,0.0,14.0
GaussianNB,urdhva hastasana,0.5185185185185186,0.5384615384615384,0.5,14.0
DecisionTreeClassifier,urdhva hastasana,0.5384615384615384,0.5833333333333334,0.5,14.0
KNeighborsClassifier,urdhva hastasana,0.7142857142857143,0.7142857142857143,0.7142857142857143,14.0
MLPClassifier,urdhva hastasana,0.7272727272727273,0.631578947368421,0.8571428571428571,14.0
SVC,urdhva hastasana,0.7333333333333334,0.6875,0.7857142857142857,14.0
RandomForestClassifier,urdhva hastasana,0.7857142857142857,0.7857142857142857,0.7857142857142857,14.0
AdaBoostClassifier,urdhva mukha svanasana,0.0,0.0,0.0,19.0
DecisionTreeClassifier,urdhva mukha svanasana,0.42105263157894735,0.42105263157894735,0.42105263157894735,19.0
QuadraticDiscriminantAnalysis,urdhva mukha svanasana,0.5333333333333333,0.7272727272727273,0.42105263157894735,19.0
GaussianNB,urdhva mukha svanasana,0.6296296296296297,0.4857142857142857,0.8947368421052632,19.0
MLPClassifier,urdhva mukha svanasana,0.7391304347826088,0.6296296296296297,0.8947368421052632,19.0
RandomForestClassifier,urdhva mukha svanasana,0.7555555555555555,0.6538461538461539,0.8947368421052632,19.0
SVC,urdhva mukha svanasana,0.7804878048780488,0.7272727272727273,0.8421052631578947,19.0
KNeighborsClassifier,urdhva mukha svanasana,0.8292682926829269,0.7727272727272727,0.8947368421052632,19.0
AdaBoostClassifier,urdhva prasarita eka padasana,0.12,0.08823529411764706,0.1875,16.0
QuadraticDiscriminantAnalysis,urdhva prasarita eka padasana,0.34782608695652173,0.5714285714285714,0.25,16.0
DecisionTreeClassifier,urdhva prasarita eka padasana,0.5,0.5,0.5,16.0
GaussianNB,urdhva prasarita eka padasana,0.5128205128205128,0.43478260869565216,0.625,16.0
MLPClassifier,urdhva prasarita eka padasana,0.625,0.625,0.625,16.0
RandomForestClassifier,urdhva prasarita eka padasana,0.6875,0.6875,0.6875,16.0
KNeighborsClassifier,urdhva prasarita eka padasana,0.7142857142857143,0.8333333333333334,0.625,16.0
SVC,urdhva prasarita eka padasana,0.7142857142857143,0.8333333333333334,0.625,16.0
AdaBoostClassifier,ustrasana,0.0,0.0,0.0,26.0
DecisionTreeClassifier,ustrasana,0.8400000000000001,0.875,0.8076923076923077,26.0
GaussianNB,ustrasana,0.8846153846153846,0.8846153846153846,0.8846153846153846,26.0
QuadraticDiscriminantAnalysis,ustrasana,0.888888888888889,0.8571428571428571,0.9230769230769231,26.0
RandomForestClassifier,ustrasana,0.9019607843137256,0.92,0.8846153846153846,26.0
MLPClassifier,ustrasana,0.9019607843137256,0.92,0.8846153846153846,26.0
SVC,ustrasana,0.9387755102040816,1.0,0.8846153846153846,26.0
KNeighborsClassifier,ustrasana,0.9600000000000001,1.0,0.9230769230769231,26.0
AdaBoostClassifier,utkatasana,0.0,0.0,0.0,22.0
QuadraticDiscriminantAnalysis,utkatasana,0.64,0.5714285714285714,0.7272727272727273,22.0
DecisionTreeClassifier,utkatasana,0.6666666666666666,0.7,0.6363636363636364,22.0
GaussianNB,utkatasana,0.6842105263157896,0.8125,0.5909090909090909,22.0
RandomForestClassifier,utkatasana,0.8163265306122449,0.7407407407407407,0.9090909090909091,22.0
KNeighborsClassifier,utkatasana,0.8333333333333333,0.7692307692307693,0.9090909090909091,22.0
MLPClassifier,utkatasana,0.8333333333333333,0.7692307692307693,0.9090909090909091,22.0
SVC,utkatasana,0.846153846153846,0.7333333333333333,1.0,22.0
AdaBoostClassifier,uttana shishosana,0.0,0.0,0.0,15.0
QuadraticDiscriminantAnalysis,uttana shishosana,0.0,0.0,0.0,15.0
DecisionTreeClassifier,uttana shishosana,0.6470588235294117,0.5789473684210527,0.7333333333333333,15.0
GaussianNB,uttana shishosana,0.7096774193548386,0.6875,0.7333333333333333,15.0
KNeighborsClassifier,uttana shishosana,0.8275862068965518,0.8571428571428571,0.8,15.0
MLPClassifier,uttana shishosana,0.8666666666666667,0.8666666666666667,0.8666666666666667,15.0
RandomForestClassifier,uttana shishosana,0.8749999999999999,0.8235294117647058,0.9333333333333333,15.0
SVC,uttana shishosana,0.896551724137931,0.9285714285714286,0.8666666666666667,15.0
AdaBoostClassifier,uttanasana,0.0,0.0,0.0,19.0
DecisionTreeClassifier,uttanasana,0.35294117647058826,0.4,0.3157894736842105,19.0
QuadraticDiscriminantAnalysis,uttanasana,0.5142857142857142,0.5625,0.47368421052631576,19.0
RandomForestClassifier,uttanasana,0.5365853658536586,0.5,0.5789473684210527,19.0
GaussianNB,uttanasana,0.5500000000000002,0.5238095238095238,0.5789473684210527,19.0
MLPClassifier,uttanasana,0.5641025641025641,0.55,0.5789473684210527,19.0
SVC,uttanasana,0.5945945945945946,0.6111111111111112,0.5789473684210527,19.0
KNeighborsClassifier,uttanasana,0.6060606060606061,0.7142857142857143,0.5263157894736842,19.0
KNeighborsClassifier,utthita ashwa sanchalanasana,0.0,0.0,0.0,11.0
SVC,utthita ashwa sanchalanasana,0.0,0.0,0.0,11.0
AdaBoostClassifier,utthita ashwa sanchalanasana,0.0,0.0,0.0,11.0
QuadraticDiscriminantAnalysis,utthita ashwa sanchalanasana,0.0,0.0,0.0,11.0
DecisionTreeClassifier,utthita ashwa sanchalanasana,0.125,0.09523809523809523,0.18181818181818182,11.0
RandomForestClassifier,utthita ashwa sanchalanasana,0.23529411764705885,0.3333333333333333,0.18181818181818182,11.0
GaussianNB,utthita ashwa sanchalanasana,0.33333333333333326,0.42857142857142855,0.2727272727272727,11.0
MLPClassifier,utthita ashwa sanchalanasana,0.380952380952381,0.4,0.36363636363636365,11.0
AdaBoostClassifier,utthita hasta padangustasana,0.0,0.0,0.0,18.0
DecisionTreeClassifier,utthita hasta padangustasana,0.6829268292682927,0.6086956521739131,0.7777777777777778,18.0
QuadraticDiscriminantAnalysis,utthita hasta padangustasana,0.7142857142857143,1.0,0.5555555555555556,18.0
GaussianNB,utthita hasta padangustasana,0.7272727272727274,0.6153846153846154,0.8888888888888888,18.0
SVC,utthita hasta padangustasana,0.8421052631578948,0.8,0.8888888888888888,18.0
MLPClassifier,utthita hasta padangustasana,0.8648648648648649,0.8421052631578947,0.8888888888888888,18.0
RandomForestClassifier,utthita hasta padangustasana,0.8717948717948718,0.8095238095238095,0.9444444444444444,18.0
KNeighborsClassifier,utthita hasta padangustasana,0.8888888888888888,0.8888888888888888,0.8888888888888888,18.0
AdaBoostClassifier,utthita parsvakonasana,0.0,0.0,0.0,19.0
SVC,utthita parsvakonasana,0.5641025641025641,0.55,0.5789473684210527,19.0
MLPClassifier,utthita parsvakonasana,0.5641025641025641,0.55,0.5789473684210527,19.0
GaussianNB,utthita parsvakonasana,0.5641025641025641,0.55,0.5789473684210527,19.0
DecisionTreeClassifier,utthita parsvakonasana,0.5853658536585366,0.5454545454545454,0.631578947368421,19.0
KNeighborsClassifier,utthita parsvakonasana,0.5945945945945946,0.6111111111111112,0.5789473684210527,19.0
RandomForestClassifier,utthita parsvakonasana,0.6470588235294117,0.7333333333333333,0.5789473684210527,19.0
QuadraticDiscriminantAnalysis,utthita parsvakonasana,0.6500000000000001,0.6190476190476191,0.6842105263157895,19.0
AdaBoostClassifier,utthita trikonasana,0.0,0.0,0.0,21.0
DecisionTreeClassifier,utthita trikonasana,0.5,0.4444444444444444,0.5714285714285714,21.0
GaussianNB,utthita trikonasana,0.6122448979591837,0.5357142857142857,0.7142857142857143,21.0
QuadraticDiscriminantAnalysis,utthita trikonasana,0.6938775510204083,0.6071428571428571,0.8095238095238095,21.0
RandomForestClassifier,utthita trikonasana,0.6956521739130435,0.64,0.7619047619047619,21.0
SVC,utthita trikonasana,0.7599999999999999,0.6551724137931034,0.9047619047619048,21.0
MLPClassifier,utthita trikonasana,0.8163265306122449,0.7142857142857143,0.9523809523809523,21.0
KNeighborsClassifier,utthita trikonasana,0.8444444444444444,0.7916666666666666,0.9047619047619048,21.0
AdaBoostClassifier,vajrasana,0.0,0.0,0.0,16.0
QuadraticDiscriminantAnalysis,vajrasana,0.11764705882352941,1.0,0.0625,16.0
DecisionTreeClassifier,vajrasana,0.35714285714285715,0.4166666666666667,0.3125,16.0
SVC,vajrasana,0.4680851063829787,0.3548387096774194,0.6875,16.0
KNeighborsClassifier,vajrasana,0.5128205128205128,0.43478260869565216,0.625,16.0
RandomForestClassifier,vajrasana,0.6153846153846153,0.5217391304347826,0.75,16.0
GaussianNB,vajrasana,0.6285714285714286,0.5789473684210527,0.6875,16.0
MLPClassifier,vajrasana,0.631578947368421,0.5454545454545454,0.75,16.0
AdaBoostClassifier,vasisthasana,0.0,0.0,0.0,22.0
GaussianNB,vasisthasana,0.4313725490196078,0.3793103448275862,0.5,22.0
QuadraticDiscriminantAnalysis,vasisthasana,0.4473684210526316,0.3148148148148148,0.7727272727272727,22.0
DecisionTreeClassifier,vasisthasana,0.52,0.4642857142857143,0.5909090909090909,22.0
MLPClassifier,vasisthasana,0.64,0.5714285714285714,0.7272727272727273,22.0
KNeighborsClassifier,vasisthasana,0.7499999999999999,0.8333333333333334,0.6818181818181818,22.0
SVC,vasisthasana,0.7499999999999999,0.8333333333333334,0.6818181818181818,22.0
RandomForestClassifier,vasisthasana,0.7500000000000001,0.6923076923076923,0.8181818181818182,22.0
AdaBoostClassifier,viparita karani,0.0,0.0,0.0,21.0
DecisionTreeClassifier,viparita karani,0.5833333333333334,0.5185185185185185,0.6666666666666666,21.0
QuadraticDiscriminantAnalysis,viparita karani,0.6206896551724138,0.4864864864864865,0.8571428571428571,21.0
RandomForestClassifier,viparita karani,0.7906976744186046,0.7727272727272727,0.8095238095238095,21.0
GaussianNB,viparita karani,0.8181818181818182,0.782608695652174,0.8571428571428571,21.0
KNeighborsClassifier,viparita karani,0.8292682926829269,0.85,0.8095238095238095,21.0
SVC,viparita karani,0.8372093023255814,0.8181818181818182,0.8571428571428571,21.0
MLPClassifier,viparita karani,0.8444444444444444,0.7916666666666666,0.9047619047619048,21.0
AdaBoostClassifier,virabhadrasana i,0.0,0.0,0.0,17.0
DecisionTreeClassifier,virabhadrasana i,0.45161290322580644,0.5,0.4117647058823529,17.0
QuadraticDiscriminantAnalysis,virabhadrasana i,0.48,0.75,0.35294117647058826,17.0
GaussianNB,virabhadrasana i,0.608695652173913,0.4827586206896552,0.8235294117647058,17.0
KNeighborsClassifier,virabhadrasana i,0.6486486486486486,0.6,0.7058823529411765,17.0
SVC,virabhadrasana i,0.6829268292682927,0.5833333333333334,0.8235294117647058,17.0
MLPClassifier,virabhadrasana i,0.717948717948718,0.6363636363636364,0.8235294117647058,17.0
RandomForestClassifier,virabhadrasana i,0.7317073170731708,0.625,0.8823529411764706,17.0
AdaBoostClassifier,virabhadrasana ii,0.0,0.0,0.0,17.0
QuadraticDiscriminantAnalysis,virabhadrasana ii,0.38095238095238093,1.0,0.23529411764705882,17.0
KNeighborsClassifier,virabhadrasana ii,0.8648648648648648,0.8,0.9411764705882353,17.0
SVC,virabhadrasana ii,0.9090909090909091,0.9375,0.8823529411764706,17.0
MLPClassifier,virabhadrasana ii,0.9090909090909091,0.9375,0.8823529411764706,17.0
DecisionTreeClassifier,virabhadrasana ii,0.9142857142857143,0.8888888888888888,0.9411764705882353,17.0
GaussianNB,virabhadrasana ii,0.9375,1.0,0.8823529411764706,17.0
RandomForestClassifier,virabhadrasana ii,0.9714285714285714,0.9444444444444444,1.0,17.0
AdaBoostClassifier,virabhadrasana iii,0.0,0.0,0.0,18.0
DecisionTreeClassifier,virabhadrasana iii,0.6666666666666667,0.5555555555555556,0.8333333333333334,18.0
QuadraticDiscriminantAnalysis,virabhadrasana iii,0.717948717948718,0.6666666666666666,0.7777777777777778,18.0
RandomForestClassifier,virabhadrasana iii,0.7727272727272727,0.6538461538461539,0.9444444444444444,18.0
MLPClassifier,virabhadrasana iii,0.8108108108108109,0.7894736842105263,0.8333333333333334,18.0
GaussianNB,virabhadrasana iii,0.8421052631578948,0.8,0.8888888888888888,18.0
KNeighborsClassifier,virabhadrasana iii,0.8648648648648649,0.8421052631578947,0.8888888888888888,18.0
SVC,virabhadrasana iii,0.8648648648648649,0.8421052631578947,0.8888888888888888,18.0
SVC,virasana,0.0,0.0,0.0,15.0
AdaBoostClassifier,virasana,0.0,0.0,0.0,15.0
QuadraticDiscriminantAnalysis,virasana,0.0,0.0,0.0,15.0
MLPClassifier,virasana,0.07692307692307691,0.09090909090909091,0.06666666666666667,15.0
GaussianNB,virasana,0.08695652173913045,0.125,0.06666666666666667,15.0
RandomForestClassifier,virasana,0.19047619047619044,0.3333333333333333,0.13333333333333333,15.0
KNeighborsClassifier,virasana,0.26086956521739135,0.375,0.2,15.0
DecisionTreeClassifier,virasana,0.303030303030303,0.2777777777777778,0.3333333333333333,15.0
AdaBoostClassifier,vriksasana,0.0,0.0,0.0,19.0
GaussianNB,vriksasana,0.6060606060606061,0.7142857142857143,0.5263157894736842,19.0
DecisionTreeClassifier,vriksasana,0.6153846153846154,0.6,0.631578947368421,19.0
QuadraticDiscriminantAnalysis,vriksasana,0.6428571428571429,1.0,0.47368421052631576,19.0
SVC,vriksasana,0.8205128205128205,0.8,0.8421052631578947,19.0
MLPClassifier,vriksasana,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0
KNeighborsClassifier,vriksasana,0.9047619047619047,0.8260869565217391,1.0,19.0
RandomForestClassifier,vriksasana,0.9500000000000001,0.9047619047619048,1.0,19.0
AdaBoostClassifier,vrischikasana,0.0,0.0,0.0,15.0
QuadraticDiscriminantAnalysis,vrischikasana,0.5185185185185186,0.5833333333333334,0.4666666666666667,15.0
DecisionTreeClassifier,vrischikasana,0.6875,0.6470588235294118,0.7333333333333333,15.0
KNeighborsClassifier,vrischikasana,0.8,0.7,0.9333333333333333,15.0
MLPClassifier,vrischikasana,0.8125,0.7647058823529411,0.8666666666666667,15.0
GaussianNB,vrischikasana,0.8484848484848485,0.7777777777777778,0.9333333333333333,15.0
RandomForestClassifier,vrischikasana,0.8666666666666667,0.8666666666666667,0.8666666666666667,15.0
SVC,vrischikasana,0.9090909090909091,0.8333333333333334,1.0,15.0
AdaBoostClassifier,weighted avg,0.007693419558353852,0.007996186710574612,0.029460811561978877,1799.0
QuadraticDiscriminantAnalysis,weighted avg,0.39317573946560186,0.44485763563412484,0.43746525847693163,1799.0
DecisionTreeClassifier,weighted avg,0.49461894729609934,0.5047158689879799,0.4963868816008894,1799.0
GaussianNB,weighted avg,0.5564708908323615,0.5727917451337736,0.5742078932740411,1799.0
MLPClassifier,weighted avg,0.6706938286966514,0.6809875326467395,0.6814897165091718,1799.0
SVC,weighted avg,0.6766854076599557,0.6889591365372408,0.6964980544747081,1799.0
KNeighborsClassifier,weighted avg,0.7032956927140757,0.7146844468803276,0.7115063924402446,1799.0
RandomForestClassifier,weighted avg,0.7069358854689016,0.7151020538302008,0.7142857142857143,1799.0
AdaBoostClassifier,yoganidrasana,0.0,0.0,0.0,14.0
QuadraticDiscriminantAnalysis,yoganidrasana,0.0,0.0,0.0,14.0
DecisionTreeClassifier,yoganidrasana,0.2608695652173913,0.3333333333333333,0.21428571428571427,14.0
GaussianNB,yoganidrasana,0.5,0.5,0.5,14.0
MLPClassifier,yoganidrasana,0.689655172413793,0.6666666666666666,0.7142857142857143,14.0
KNeighborsClassifier,yoganidrasana,0.7200000000000001,0.8181818181818182,0.6428571428571429,14.0
SVC,yoganidrasana,0.7200000000000001,0.8181818181818182,0.6428571428571429,14.0
RandomForestClassifier,yoganidrasana,0.782608695652174,1.0,0.6428571428571429,14.0
