Model,Pose,CvFold,F1,Precision,Recall,Support
GaussianNB,durvasasana,3,0.5333333333333333,0.5714285714285714,0.5,8.0
DecisionTreeClassifier,durvasasana,0,0.5454545454545454,1.0,0.375,8.0
RandomForestClassifier,durvasasana,2,0.5454545454545454,0.75,0.42857142857142855,7.0
MLPClassifier,durvasasana,1,0.5555555555555556,0.5,0.625,8.0
RandomForestClassifier,durvasasana,3,0.5555555555555556,0.5,0.625,8.0
KNeighborsClassifier,durvasasana,2,0.5714285714285714,0.5714285714285714,0.5714285714285714,7.0
MLPClassifier,durvasasana,4,0.6153846153846154,0.8,0.5,8.0
SVC,durvasasana,0,0.631578947368421,0.5454545454545454,0.75,8.0
KNeighborsClassifier,durvasasana,4,0.631578947368421,0.5454545454545454,0.75,8.0
KNeighborsClassifier,durvasasana,0,0.6666666666666665,0.6,0.75,8.0
GaussianNB,durvasasana,0,0.7000000000000001,0.5833333333333334,0.875,8.0
KNeighborsClassifier,durvasasana,3,0.7142857142857143,0.8333333333333334,0.625,8.0
GaussianNB,durvasasana,4,0.7368421052631579,0.6363636363636364,0.875,8.0
RandomForestClassifier,durvasasana,0,0.7777777777777777,0.7,0.875,8.0
RandomForestClassifier,durvasasana,4,0.7999999999999999,0.8571428571428571,0.75,8.0
SVC,durvasasana,4,0.8571428571428571,1.0,0.75,8.0
MLPClassifier,durvasasana,0,0.875,0.875,0.875,8.0
AdaBoostClassifier,dwi pada viparita dandasana,0,0.0,0.0,0.0,11.0
AdaBoostClassifier,dwi pada viparita dandasana,1,0.0,0.0,0.0,11.0
AdaBoostClassifier,dwi pada viparita dandasana,2,0.0,0.0,0.0,11.0
AdaBoostClassifier,dwi pada viparita dandasana,3,0.0,0.0,0.0,11.0
AdaBoostClassifier,dwi pada viparita dandasana,4,0.0,0.0,0.0,11.0
DecisionTreeClassifier,dwi pada viparita dandasana,1,0.4210526315789474,0.5,0.36363636363636365,11.0
DecisionTreeClassifier,dwi pada viparita dandasana,0,0.5,0.5555555555555556,0.45454545454545453,11.0
DecisionTreeClassifier,dwi pada viparita dandasana,4,0.5,0.5555555555555556,0.45454545454545453,11.0
QuadraticDiscriminantAnalysis,dwi pada viparita dandasana,3,0.5882352941176471,0.8333333333333334,0.45454545454545453,11.0
GaussianNB,dwi pada viparita dandasana,0,0.6153846153846153,0.5333333333333333,0.7272727272727273,11.0
QuadraticDiscriminantAnalysis,dwi pada viparita dandasana,1,0.625,1.0,0.45454545454545453,11.0
GaussianNB,dwi pada viparita dandasana,1,0.6363636363636364,0.6363636363636364,0.6363636363636364,11.0
DecisionTreeClassifier,dwi pada viparita dandasana,2,0.64,0.5714285714285714,0.7272727272727273,11.0
DecisionTreeClassifier,dwi pada viparita dandasana,3,0.64,0.5714285714285714,0.7272727272727273,11.0
GaussianNB,dwi pada viparita dandasana,2,0.6956521739130435,0.6666666666666666,0.7272727272727273,11.0
SVC,dwi pada viparita dandasana,4,0.7000000000000001,0.7777777777777778,0.6363636363636364,11.0
QuadraticDiscriminantAnalysis,dwi pada viparita dandasana,4,0.7058823529411764,1.0,0.5454545454545454,11.0
RandomForestClassifier,dwi pada viparita dandasana,3,0.7200000000000001,0.6428571428571429,0.8181818181818182,11.0
GaussianNB,dwi pada viparita dandasana,4,0.7200000000000001,0.6428571428571429,0.8181818181818182,11.0
RandomForestClassifier,dwi pada viparita dandasana,1,0.7368421052631579,0.875,0.6363636363636364,11.0
RandomForestClassifier,dwi pada viparita dandasana,4,0.7368421052631579,0.875,0.6363636363636364,11.0
MLPClassifier,dwi pada viparita dandasana,4,0.7368421052631579,0.875,0.6363636363636364,11.0
GaussianNB,dwi pada viparita dandasana,3,0.7407407407407406,0.625,0.9090909090909091,11.0
MLPClassifier,dwi pada viparita dandasana,3,0.7500000000000001,0.6923076923076923,0.8181818181818182,11.0
KNeighborsClassifier,dwi pada viparita dandasana,1,0.761904761904762,0.8,0.7272727272727273,11.0
SVC,dwi pada viparita dandasana,1,0.761904761904762,0.8,0.7272727272727273,11.0
KNeighborsClassifier,dwi pada viparita dandasana,4,0.761904761904762,0.8,0.7272727272727273,11.0
MLPClassifier,dwi pada viparita dandasana,0,0.7826086956521738,0.75,0.8181818181818182,11.0
QuadraticDiscriminantAnalysis,dwi pada viparita dandasana,0,0.8571428571428572,0.9,0.8181818181818182,11.0
KNeighborsClassifier,dwi pada viparita dandasana,0,0.8695652173913043,0.8333333333333334,0.9090909090909091,11.0
SVC,dwi pada viparita dandasana,0,0.8695652173913043,0.8333333333333334,0.9090909090909091,11.0
KNeighborsClassifier,dwi pada viparita dandasana,3,0.88,0.7857142857142857,1.0,11.0
MLPClassifier,dwi pada viparita dandasana,1,0.9,1.0,0.8181818181818182,11.0
QuadraticDiscriminantAnalysis,dwi pada viparita dandasana,2,0.9,1.0,0.8181818181818182,11.0
RandomForestClassifier,dwi pada viparita dandasana,0,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
MLPClassifier,dwi pada viparita dandasana,2,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
KNeighborsClassifier,dwi pada viparita dandasana,2,0.9166666666666666,0.8461538461538461,1.0,11.0
SVC,dwi pada viparita dandasana,3,0.9166666666666666,0.8461538461538461,1.0,11.0
SVC,dwi pada viparita dandasana,2,0.9565217391304348,0.9166666666666666,1.0,11.0
RandomForestClassifier,dwi pada viparita dandasana,2,0.9565217391304348,0.9166666666666666,1.0,11.0
AdaBoostClassifier,eka pada koundinyanasana i,0,0.0,0.0,0.0,10.0
RandomForestClassifier,eka pada koundinyanasana i,1,0.0,0.0,0.0,10.0
AdaBoostClassifier,eka pada koundinyanasana i,1,0.0,0.0,0.0,10.0
GaussianNB,eka pada koundinyanasana i,1,0.0,0.0,0.0,10.0
SVC,eka pada koundinyanasana i,2,0.0,0.0,0.0,10.0
AdaBoostClassifier,eka pada koundinyanasana i,2,0.0,0.0,0.0,10.0
SVC,eka pada koundinyanasana i,3,0.0,0.0,0.0,11.0
RandomForestClassifier,eka pada koundinyanasana i,3,0.0,0.0,0.0,11.0
MLPClassifier,eka pada koundinyanasana i,3,0.0,0.0,0.0,11.0
AdaBoostClassifier,eka pada koundinyanasana i,3,0.0,0.0,0.0,11.0
GaussianNB,eka pada koundinyanasana i,3,0.0,0.0,0.0,11.0
AdaBoostClassifier,eka pada koundinyanasana i,4,0.0,0.0,0.0,10.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana i,1,0.06666666666666667,0.05,0.1,10.0
DecisionTreeClassifier,eka pada koundinyanasana i,1,0.08,0.06666666666666667,0.1,10.0
DecisionTreeClassifier,eka pada koundinyanasana i,3,0.08695652173913043,0.08333333333333333,0.09090909090909091,11.0
RandomForestClassifier,eka pada koundinyanasana i,0,0.09523809523809525,0.09090909090909091,0.1,10.0
KNeighborsClassifier,eka pada koundinyanasana i,3,0.09999999999999999,0.1111111111111111,0.09090909090909091,11.0
DecisionTreeClassifier,eka pada koundinyanasana i,2,0.10000000000000002,0.1,0.1,10.0
SVC,eka pada koundinyanasana i,0,0.11764705882352941,0.14285714285714285,0.1,10.0
MLPClassifier,eka pada koundinyanasana i,2,0.11764705882352941,0.14285714285714285,0.1,10.0
MLPClassifier,eka pada koundinyanasana i,0,0.125,0.16666666666666666,0.1,10.0
GaussianNB,eka pada koundinyanasana i,2,0.125,0.16666666666666666,0.1,10.0
GaussianNB,eka pada koundinyanasana i,0,0.14285714285714288,0.25,0.1,10.0
SVC,eka pada koundinyanasana i,1,0.14285714285714288,0.25,0.1,10.0
GaussianNB,eka pada koundinyanasana i,4,0.14285714285714288,0.25,0.1,10.0
RandomForestClassifier,eka pada koundinyanasana i,4,0.15384615384615383,0.3333333333333333,0.1,10.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana i,2,0.17391304347826086,0.15384615384615385,0.2,10.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana i,4,0.1818181818181818,0.16666666666666666,0.2,10.0
DecisionTreeClassifier,eka pada koundinyanasana i,0,0.20000000000000004,0.2,0.2,10.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana i,3,0.2105263157894737,0.25,0.18181818181818182,11.0
DecisionTreeClassifier,eka pada koundinyanasana i,4,0.23529411764705882,0.2857142857142857,0.2,10.0
KNeighborsClassifier,eka pada koundinyanasana i,2,0.25,0.3333333333333333,0.2,10.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana i,0,0.2608695652173913,0.23076923076923078,0.3,10.0
KNeighborsClassifier,eka pada koundinyanasana i,0,0.3157894736842105,0.3333333333333333,0.3,10.0
RandomForestClassifier,eka pada koundinyanasana i,2,0.33333333333333326,0.375,0.3,10.0
MLPClassifier,eka pada koundinyanasana i,1,0.3529411764705882,0.42857142857142855,0.3,10.0
SVC,eka pada koundinyanasana i,4,0.37499999999999994,0.5,0.3,10.0
KNeighborsClassifier,eka pada koundinyanasana i,1,0.4,0.6,0.3,10.0
KNeighborsClassifier,eka pada koundinyanasana i,4,0.45454545454545453,0.4166666666666667,0.5,10.0
MLPClassifier,eka pada koundinyanasana i,4,0.6,0.6,0.6,10.0
AdaBoostClassifier,eka pada koundinyanasana ii,0,0.0,0.0,0.0,12.0
AdaBoostClassifier,eka pada koundinyanasana ii,1,0.0,0.0,0.0,11.0
GaussianNB,eka pada koundinyanasana ii,1,0.0,0.0,0.0,11.0
AdaBoostClassifier,eka pada koundinyanasana ii,2,0.0,0.0,0.0,11.0
GaussianNB,eka pada koundinyanasana ii,2,0.0,0.0,0.0,11.0
AdaBoostClassifier,eka pada koundinyanasana ii,3,0.0,0.0,0.0,12.0
DecisionTreeClassifier,eka pada koundinyanasana ii,4,0.0,0.0,0.0,12.0
AdaBoostClassifier,eka pada koundinyanasana ii,4,0.0,0.0,0.0,12.0
DecisionTreeClassifier,eka pada koundinyanasana ii,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,12.0
DecisionTreeClassifier,eka pada koundinyanasana ii,3,0.09523809523809525,0.1111111111111111,0.08333333333333333,12.0
DecisionTreeClassifier,eka pada koundinyanasana ii,2,0.09999999999999999,0.1111111111111111,0.09090909090909091,11.0
GaussianNB,eka pada koundinyanasana ii,0,0.1111111111111111,0.16666666666666666,0.08333333333333333,12.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana ii,1,0.12121212121212123,0.09090909090909091,0.18181818181818182,11.0
GaussianNB,eka pada koundinyanasana ii,3,0.125,0.25,0.08333333333333333,12.0
GaussianNB,eka pada koundinyanasana ii,4,0.125,0.25,0.08333333333333333,12.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana ii,4,0.1724137931034483,0.10869565217391304,0.4166666666666667,12.0
DecisionTreeClassifier,eka pada koundinyanasana ii,1,0.18181818181818182,0.18181818181818182,0.18181818181818182,11.0
RandomForestClassifier,eka pada koundinyanasana ii,0,0.1904761904761905,0.2222222222222222,0.16666666666666666,12.0
RandomForestClassifier,eka pada koundinyanasana ii,3,0.2608695652173913,0.2727272727272727,0.25,12.0
MLPClassifier,eka pada koundinyanasana ii,1,0.2727272727272727,0.2727272727272727,0.2727272727272727,11.0
RandomForestClassifier,eka pada koundinyanasana ii,2,0.2727272727272727,0.2727272727272727,0.2727272727272727,11.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana ii,0,0.2857142857142857,0.21739130434782608,0.4166666666666667,12.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana ii,2,0.2962962962962963,0.25,0.36363636363636365,11.0
KNeighborsClassifier,eka pada koundinyanasana ii,4,0.3,0.375,0.25,12.0
RandomForestClassifier,eka pada koundinyanasana ii,4,0.3157894736842105,0.42857142857142855,0.25,12.0
SVC,eka pada koundinyanasana ii,1,0.3703703703703703,0.3125,0.45454545454545453,11.0
RandomForestClassifier,eka pada koundinyanasana ii,1,0.3703703703703703,0.3125,0.45454545454545453,11.0
SVC,eka pada koundinyanasana ii,4,0.380952380952381,0.4444444444444444,0.3333333333333333,12.0
MLPClassifier,eka pada koundinyanasana ii,2,0.39999999999999997,0.4444444444444444,0.36363636363636365,11.0
MLPClassifier,eka pada koundinyanasana ii,0,0.4,0.38461538461538464,0.4166666666666667,12.0
SVC,eka pada koundinyanasana ii,0,0.4166666666666667,0.4166666666666667,0.4166666666666667,12.0
QuadraticDiscriminantAnalysis,eka pada koundinyanasana ii,3,0.4242424242424242,0.3333333333333333,0.5833333333333334,12.0
KNeighborsClassifier,eka pada koundinyanasana ii,0,0.43478260869565216,0.45454545454545453,0.4166666666666667,12.0
KNeighborsClassifier,eka pada koundinyanasana ii,1,0.43478260869565216,0.4166666666666667,0.45454545454545453,11.0
KNeighborsClassifier,eka pada koundinyanasana ii,2,0.45454545454545453,0.45454545454545453,0.45454545454545453,11.0
MLPClassifier,eka pada koundinyanasana ii,4,0.4761904761904762,0.5555555555555556,0.4166666666666667,12.0
KNeighborsClassifier,eka pada koundinyanasana ii,3,0.48000000000000004,0.46153846153846156,0.5,12.0
SVC,eka pada koundinyanasana ii,2,0.56,0.5,0.6363636363636364,11.0
SVC,eka pada koundinyanasana ii,3,0.5714285714285715,0.5,0.6666666666666666,12.0
MLPClassifier,eka pada koundinyanasana ii,3,0.6428571428571429,0.5625,0.75,12.0
AdaBoostClassifier,eka pada rajakapotasana,0,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana,0,0.0,0.0,0.0,9.0
AdaBoostClassifier,eka pada rajakapotasana,1,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana,1,0.0,0.0,0.0,9.0
AdaBoostClassifier,eka pada rajakapotasana,2,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana,2,0.0,0.0,0.0,9.0
AdaBoostClassifier,eka pada rajakapotasana,3,0.0,0.0,0.0,8.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana,3,0.0,0.0,0.0,8.0
AdaBoostClassifier,eka pada rajakapotasana,4,0.0,0.0,0.0,9.0
DecisionTreeClassifier,eka pada rajakapotasana,1,0.15384615384615383,0.25,0.1111111111111111,9.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana,4,0.16666666666666666,0.3333333333333333,0.1111111111111111,9.0
SVC,eka pada rajakapotasana,0,0.26666666666666666,0.3333333333333333,0.2222222222222222,9.0
DecisionTreeClassifier,eka pada rajakapotasana,0,0.26666666666666666,0.3333333333333333,0.2222222222222222,9.0
DecisionTreeClassifier,eka pada rajakapotasana,3,0.26666666666666666,0.2857142857142857,0.25,8.0
KNeighborsClassifier,eka pada rajakapotasana,0,0.2857142857142857,0.4,0.2222222222222222,9.0
DecisionTreeClassifier,eka pada rajakapotasana,2,0.3157894736842105,0.3,0.3333333333333333,9.0
KNeighborsClassifier,eka pada rajakapotasana,1,0.35294117647058826,0.375,0.3333333333333333,9.0
MLPClassifier,eka pada rajakapotasana,0,0.375,0.42857142857142855,0.3333333333333333,9.0
DecisionTreeClassifier,eka pada rajakapotasana,4,0.39999999999999997,0.36363636363636365,0.4444444444444444,9.0
KNeighborsClassifier,eka pada rajakapotasana,4,0.4210526315789474,0.4,0.4444444444444444,9.0
RandomForestClassifier,eka pada rajakapotasana,0,0.4444444444444444,0.4444444444444444,0.4444444444444444,9.0
GaussianNB,eka pada rajakapotasana,3,0.4444444444444445,0.4,0.5,8.0
RandomForestClassifier,eka pada rajakapotasana,3,0.47058823529411764,0.4444444444444444,0.5,8.0
MLPClassifier,eka pada rajakapotasana,3,0.47058823529411764,0.4444444444444444,0.5,8.0
SVC,eka pada rajakapotasana,1,0.5,0.45454545454545453,0.5555555555555556,9.0
RandomForestClassifier,eka pada rajakapotasana,1,0.5,0.5714285714285714,0.4444444444444444,9.0
RandomForestClassifier,eka pada rajakapotasana,2,0.5,0.5714285714285714,0.4444444444444444,9.0
RandomForestClassifier,eka pada rajakapotasana,4,0.5,0.45454545454545453,0.5555555555555556,9.0
KNeighborsClassifier,eka pada rajakapotasana,3,0.5263157894736842,0.45454545454545453,0.625,8.0
SVC,eka pada rajakapotasana,3,0.5263157894736842,0.45454545454545453,0.625,8.0
SVC,eka pada rajakapotasana,4,0.5263157894736842,0.5,0.5555555555555556,9.0
MLPClassifier,eka pada rajakapotasana,4,0.5263157894736842,0.5,0.5555555555555556,9.0
GaussianNB,eka pada rajakapotasana,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,9.0
MLPClassifier,eka pada rajakapotasana,1,0.6086956521739131,0.5,0.7777777777777778,9.0
GaussianNB,eka pada rajakapotasana,1,0.6666666666666666,0.5833333333333334,0.7777777777777778,9.0
GaussianNB,eka pada rajakapotasana,4,0.6666666666666666,0.5833333333333334,0.7777777777777778,9.0
KNeighborsClassifier,eka pada rajakapotasana,2,0.7058823529411765,0.75,0.6666666666666666,9.0
MLPClassifier,eka pada rajakapotasana,2,0.7058823529411765,0.75,0.6666666666666666,9.0
SVC,eka pada rajakapotasana,2,0.75,0.8571428571428571,0.6666666666666666,9.0
GaussianNB,eka pada rajakapotasana,2,0.75,0.8571428571428571,0.6666666666666666,9.0
AdaBoostClassifier,eka pada rajakapotasana ii,0,0.0,0.0,0.0,11.0
AdaBoostClassifier,eka pada rajakapotasana ii,1,0.0,0.0,0.0,11.0
AdaBoostClassifier,eka pada rajakapotasana ii,2,0.0,0.0,0.0,11.0
AdaBoostClassifier,eka pada rajakapotasana ii,3,0.0,0.0,0.0,11.0
AdaBoostClassifier,eka pada rajakapotasana ii,4,0.0,0.0,0.0,11.0
DecisionTreeClassifier,eka pada rajakapotasana ii,3,0.09523809523809525,0.1,0.09090909090909091,11.0
KNeighborsClassifier,eka pada rajakapotasana ii,1,0.12500000000000003,0.2,0.09090909090909091,11.0
KNeighborsClassifier,eka pada rajakapotasana ii,3,0.14285714285714288,0.3333333333333333,0.09090909090909091,11.0
DecisionTreeClassifier,eka pada rajakapotasana ii,2,0.16,0.14285714285714285,0.18181818181818182,11.0
DecisionTreeClassifier,eka pada rajakapotasana ii,1,0.16666666666666669,0.15384615384615385,0.18181818181818182,11.0
DecisionTreeClassifier,eka pada rajakapotasana ii,0,0.18181818181818182,0.18181818181818182,0.18181818181818182,11.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana ii,0,0.18181818181818182,0.11363636363636363,0.45454545454545453,11.0
DecisionTreeClassifier,eka pada rajakapotasana ii,4,0.19999999999999998,0.2222222222222222,0.18181818181818182,11.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana ii,3,0.208955223880597,0.125,0.6363636363636364,11.0
SVC,eka pada rajakapotasana ii,1,0.2105263157894737,0.25,0.18181818181818182,11.0
GaussianNB,eka pada rajakapotasana ii,3,0.2222222222222222,0.2857142857142857,0.18181818181818182,11.0
KNeighborsClassifier,eka pada rajakapotasana ii,4,0.23529411764705885,0.3333333333333333,0.18181818181818182,11.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana ii,2,0.2647058823529412,0.15789473684210525,0.8181818181818182,11.0
MLPClassifier,eka pada rajakapotasana ii,1,0.26666666666666666,0.5,0.18181818181818182,11.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana ii,4,0.2711864406779661,0.16666666666666666,0.7272727272727273,11.0
GaussianNB,eka pada rajakapotasana ii,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,11.0
RandomForestClassifier,eka pada rajakapotasana ii,0,0.3,0.3333333333333333,0.2727272727272727,11.0
MLPClassifier,eka pada rajakapotasana ii,0,0.3,0.3333333333333333,0.2727272727272727,11.0
QuadraticDiscriminantAnalysis,eka pada rajakapotasana ii,1,0.32,0.20512820512820512,0.7272727272727273,11.0
SVC,eka pada rajakapotasana ii,0,0.33333333333333337,0.3076923076923077,0.36363636363636365,11.0
MLPClassifier,eka pada rajakapotasana ii,3,0.3529411764705882,0.5,0.2727272727272727,11.0
KNeighborsClassifier,eka pada rajakapotasana ii,0,0.36363636363636365,0.36363636363636365,0.36363636363636365,11.0
SVC,eka pada rajakapotasana ii,3,0.380952380952381,0.4,0.36363636363636365,11.0
RandomForestClassifier,eka pada rajakapotasana ii,1,0.43478260869565216,0.4166666666666667,0.45454545454545453,11.0
GaussianNB,eka pada rajakapotasana ii,1,0.45454545454545453,0.45454545454545453,0.45454545454545453,11.0
RandomForestClassifier,eka pada rajakapotasana ii,3,0.4705882352941177,0.6666666666666666,0.36363636363636365,11.0
SVC,eka pada rajakapotasana ii,4,0.5217391304347826,0.5,0.5454545454545454,11.0
RandomForestClassifier,eka pada rajakapotasana ii,4,0.5263157894736842,0.625,0.45454545454545453,11.0
MLPClassifier,eka pada rajakapotasana ii,4,0.56,0.5,0.6363636363636364,11.0
RandomForestClassifier,eka pada rajakapotasana ii,2,0.6,0.6666666666666666,0.5454545454545454,11.0
GaussianNB,eka pada rajakapotasana ii,4,0.631578947368421,0.75,0.5454545454545454,11.0
SVC,eka pada rajakapotasana ii,2,0.6363636363636364,0.6363636363636364,0.6363636363636364,11.0
KNeighborsClassifier,eka pada rajakapotasana ii,2,0.6666666666666666,0.7,0.6363636363636364,11.0
GaussianNB,eka pada rajakapotasana ii,2,0.6666666666666667,0.6153846153846154,0.7272727272727273,11.0
MLPClassifier,eka pada rajakapotasana ii,2,0.761904761904762,0.8,0.7272727272727273,11.0
AdaBoostClassifier,ganda bherundasana,0,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,ganda bherundasana,0,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,ganda bherundasana,1,0.0,0.0,0.0,8.0
AdaBoostClassifier,ganda bherundasana,2,0.0,0.0,0.0,8.0
QuadraticDiscriminantAnalysis,ganda bherundasana,2,0.0,0.0,0.0,8.0
AdaBoostClassifier,ganda bherundasana,3,0.0,0.0,0.0,8.0
QuadraticDiscriminantAnalysis,ganda bherundasana,3,0.0,0.0,0.0,8.0
AdaBoostClassifier,ganda bherundasana,4,0.0,0.0,0.0,8.0
QuadraticDiscriminantAnalysis,ganda bherundasana,4,0.0,0.0,0.0,8.0
AdaBoostClassifier,ganda bherundasana,1,0.25,0.15625,0.625,8.0
GaussianNB,ganda bherundasana,4,0.3,0.25,0.375,8.0
GaussianNB,ganda bherundasana,2,0.3076923076923077,0.4,0.25,8.0
GaussianNB,ganda bherundasana,3,0.36363636363636365,0.2857142857142857,0.5,8.0
DecisionTreeClassifier,ganda bherundasana,0,0.4,0.6666666666666666,0.2857142857142857,7.0
SVC,ganda bherundasana,2,0.4,1.0,0.25,8.0
KNeighborsClassifier,ganda bherundasana,3,0.4615384615384615,0.6,0.375,8.0
SVC,ganda bherundasana,3,0.4615384615384615,0.6,0.375,8.0
MLPClassifier,ganda bherundasana,0,0.5,0.6,0.42857142857142855,7.0
GaussianNB,ganda bherundasana,0,0.5,0.38461538461538464,0.7142857142857143,7.0
GaussianNB,ganda bherundasana,1,0.5,0.4166666666666667,0.625,8.0
DecisionTreeClassifier,ganda bherundasana,2,0.5,0.75,0.375,8.0
SVC,ganda bherundasana,4,0.5,0.75,0.375,8.0
DecisionTreeClassifier,ganda bherundasana,4,0.5333333333333333,0.5714285714285714,0.5,8.0
KNeighborsClassifier,ganda bherundasana,2,0.5454545454545454,1.0,0.375,8.0
DecisionTreeClassifier,ganda bherundasana,1,0.5555555555555556,0.5,0.625,8.0
RandomForestClassifier,ganda bherundasana,3,0.5714285714285715,0.6666666666666666,0.5,8.0
MLPClassifier,ganda bherundasana,4,0.5714285714285715,0.6666666666666666,0.5,8.0
RandomForestClassifier,ganda bherundasana,0,0.6153846153846153,0.6666666666666666,0.5714285714285714,7.0
DecisionTreeClassifier,ganda bherundasana,3,0.6666666666666665,0.6,0.75,8.0
KNeighborsClassifier,ganda bherundasana,1,0.6666666666666666,0.7142857142857143,0.625,8.0
SVC,ganda bherundasana,1,0.6666666666666666,0.7142857142857143,0.625,8.0
KNeighborsClassifier,ganda bherundasana,4,0.6666666666666666,1.0,0.5,8.0
MLPClassifier,ganda bherundasana,1,0.7058823529411765,0.6666666666666666,0.75,8.0
RandomForestClassifier,ganda bherundasana,1,0.7142857142857143,0.8333333333333334,0.625,8.0
MLPClassifier,ganda bherundasana,2,0.7142857142857143,0.8333333333333334,0.625,8.0
KNeighborsClassifier,ganda bherundasana,0,0.7272727272727273,1.0,0.5714285714285714,7.0
SVC,ganda bherundasana,0,0.7272727272727273,1.0,0.5714285714285714,7.0
MLPClassifier,ganda bherundasana,3,0.75,0.75,0.75,8.0
RandomForestClassifier,ganda bherundasana,4,0.75,0.75,0.75,8.0
RandomForestClassifier,ganda bherundasana,2,0.7692307692307693,1.0,0.625,8.0
AdaBoostClassifier,garbha pindasana,0,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,garbha pindasana,0,0.0,0.0,0.0,7.0
AdaBoostClassifier,garbha pindasana,1,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,garbha pindasana,1,0.0,0.0,0.0,7.0
AdaBoostClassifier,garbha pindasana,2,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,garbha pindasana,2,0.0,0.0,0.0,7.0
AdaBoostClassifier,garbha pindasana,3,0.0,0.0,0.0,8.0
QuadraticDiscriminantAnalysis,garbha pindasana,3,0.0,0.0,0.0,8.0
AdaBoostClassifier,garbha pindasana,4,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,garbha pindasana,4,0.0,0.0,0.0,7.0
DecisionTreeClassifier,garbha pindasana,2,0.3333333333333333,0.4,0.2857142857142857,7.0
DecisionTreeClassifier,garbha pindasana,4,0.375,0.3333333333333333,0.42857142857142855,7.0
DecisionTreeClassifier,garbha pindasana,3,0.42857142857142855,0.5,0.375,8.0
GaussianNB,garbha pindasana,4,0.5333333333333333,0.5,0.5714285714285714,7.0
DecisionTreeClassifier,garbha pindasana,1,0.6153846153846153,0.6666666666666666,0.5714285714285714,7.0
DecisionTreeClassifier,garbha pindasana,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,7.0
KNeighborsClassifier,garbha pindasana,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,7.0
RandomForestClassifier,garbha pindasana,3,0.75,0.75,0.75,8.0
GaussianNB,garbha pindasana,0,0.7692307692307692,0.8333333333333334,0.7142857142857143,7.0
MLPClassifier,garbha pindasana,2,0.7692307692307692,0.8333333333333334,0.7142857142857143,7.0
RandomForestClassifier,garbha pindasana,1,0.7999999999999999,0.75,0.8571428571428571,7.0
KNeighborsClassifier,garbha pindasana,3,0.7999999999999999,0.8571428571428571,0.75,8.0
SVC,garbha pindasana,0,0.8333333333333333,1.0,0.7142857142857143,7.0
MLPClassifier,garbha pindasana,4,0.8333333333333333,1.0,0.7142857142857143,7.0
RandomForestClassifier,garbha pindasana,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
MLPClassifier,garbha pindasana,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
GaussianNB,garbha pindasana,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
SVC,garbha pindasana,2,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
SVC,garbha pindasana,3,0.8571428571428571,1.0,0.75,8.0
RandomForestClassifier,garbha pindasana,2,0.8750000000000001,0.7777777777777778,1.0,7.0
GaussianNB,garbha pindasana,2,0.8750000000000001,0.7777777777777778,1.0,7.0
KNeighborsClassifier,garbha pindasana,0,0.923076923076923,1.0,0.8571428571428571,7.0
KNeighborsClassifier,garbha pindasana,4,0.923076923076923,1.0,0.8571428571428571,7.0
SVC,garbha pindasana,4,0.923076923076923,1.0,0.8571428571428571,7.0
RandomForestClassifier,garbha pindasana,4,0.923076923076923,1.0,0.8571428571428571,7.0
KNeighborsClassifier,garbha pindasana,1,0.9333333333333333,0.875,1.0,7.0
