Model,Pose,CvFold,F1,Precision,Recall,Support
GaussianNB,marichyasana i,4,0.18181818181818182,1.0,0.1,10.0
DecisionTreeClassifier,marichyasana i,2,0.28571428571428564,0.2727272727272727,0.3,10.0
GaussianNB,marichyasana i,3,0.30769230769230765,0.6666666666666666,0.2,10.0
QuadraticDiscriminantAnalysis,marichyasana i,3,0.33333333333333326,0.375,0.3,10.0
GaussianNB,marichyasana i,0,0.33333333333333337,1.0,0.2,10.0
QuadraticDiscriminantAnalysis,marichyasana i,2,0.33333333333333337,1.0,0.2,10.0
DecisionTreeClassifier,marichyasana i,3,0.4000000000000001,0.4,0.4,10.0
GaussianNB,marichyasana i,1,0.42857142857142855,0.6,0.3333333333333333,9.0
SVC,marichyasana i,2,0.4444444444444445,0.5,0.4,10.0
RandomForestClassifier,marichyasana i,3,0.47058823529411764,0.5714285714285714,0.4,10.0
MLPClassifier,marichyasana i,3,0.47058823529411764,0.5714285714285714,0.4,10.0
DecisionTreeClassifier,marichyasana i,4,0.47058823529411764,0.5714285714285714,0.4,10.0
MLPClassifier,marichyasana i,1,0.4761904761904762,0.4166666666666667,0.5555555555555556,9.0
KNeighborsClassifier,marichyasana i,2,0.5,0.6666666666666666,0.4,10.0
RandomForestClassifier,marichyasana i,2,0.5,0.6666666666666666,0.4,10.0
QuadraticDiscriminantAnalysis,marichyasana i,1,0.5714285714285714,0.8,0.4444444444444444,9.0
KNeighborsClassifier,marichyasana i,3,0.5714285714285715,1.0,0.4,10.0
KNeighborsClassifier,marichyasana i,1,0.5882352941176471,0.625,0.5555555555555556,9.0
SVC,marichyasana i,3,0.6,0.6,0.6,10.0
MLPClassifier,marichyasana i,2,0.625,0.8333333333333334,0.5,10.0
QuadraticDiscriminantAnalysis,marichyasana i,0,0.631578947368421,0.6666666666666666,0.6,10.0
MLPClassifier,marichyasana i,4,0.631578947368421,0.6666666666666666,0.6,10.0
SVC,marichyasana i,4,0.6666666666666665,0.75,0.6,10.0
QuadraticDiscriminantAnalysis,marichyasana i,4,0.6666666666666666,1.0,0.5,10.0
SVC,marichyasana i,1,0.7000000000000001,0.6363636363636364,0.7777777777777778,9.0
KNeighborsClassifier,marichyasana i,4,0.7058823529411764,0.8571428571428571,0.6,10.0
MLPClassifier,marichyasana i,0,0.7368421052631577,0.7777777777777778,0.7,10.0
RandomForestClassifier,marichyasana i,4,0.7499999999999999,1.0,0.6,10.0
RandomForestClassifier,marichyasana i,1,0.8,1.0,0.6666666666666666,9.0
KNeighborsClassifier,marichyasana i,0,0.8000000000000002,0.8,0.8,10.0
SVC,marichyasana i,0,0.8421052631578948,0.8888888888888888,0.8,10.0
RandomForestClassifier,marichyasana i,0,0.8421052631578948,0.8888888888888888,0.8,10.0
AdaBoostClassifier,marichyasana iii,0,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,marichyasana iii,0,0.0,0.0,0.0,7.0
AdaBoostClassifier,marichyasana iii,1,0.0,0.0,0.0,6.0
QuadraticDiscriminantAnalysis,marichyasana iii,1,0.0,0.0,0.0,6.0
AdaBoostClassifier,marichyasana iii,2,0.0,0.0,0.0,6.0
QuadraticDiscriminantAnalysis,marichyasana iii,2,0.0,0.0,0.0,6.0
AdaBoostClassifier,marichyasana iii,3,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,marichyasana iii,3,0.0,0.0,0.0,7.0
AdaBoostClassifier,marichyasana iii,4,0.0,0.0,0.0,7.0
QuadraticDiscriminantAnalysis,marichyasana iii,4,0.0,0.0,0.0,7.0
DecisionTreeClassifier,marichyasana iii,4,0.2857142857142857,0.2857142857142857,0.2857142857142857,7.0
DecisionTreeClassifier,marichyasana iii,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0
DecisionTreeClassifier,marichyasana iii,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0
KNeighborsClassifier,marichyasana iii,1,0.4,0.5,0.3333333333333333,6.0
RandomForestClassifier,marichyasana iii,1,0.4,0.5,0.3333333333333333,6.0
GaussianNB,marichyasana iii,3,0.4166666666666667,0.29411764705882354,0.7142857142857143,7.0
KNeighborsClassifier,marichyasana iii,4,0.42857142857142855,0.42857142857142855,0.42857142857142855,7.0
SVC,marichyasana iii,4,0.42857142857142855,0.42857142857142855,0.42857142857142855,7.0
SVC,marichyasana iii,1,0.4444444444444444,0.6666666666666666,0.3333333333333333,6.0
GaussianNB,marichyasana iii,4,0.4444444444444444,0.36363636363636365,0.5714285714285714,7.0
DecisionTreeClassifier,marichyasana iii,0,0.4615384615384615,0.5,0.42857142857142855,7.0
RandomForestClassifier,marichyasana iii,0,0.4615384615384615,0.5,0.42857142857142855,7.0
GaussianNB,marichyasana iii,0,0.47058823529411764,0.4,0.5714285714285714,7.0
RandomForestClassifier,marichyasana iii,4,0.47058823529411764,0.4,0.5714285714285714,7.0
SVC,marichyasana iii,2,0.5,1.0,0.3333333333333333,6.0
GaussianNB,marichyasana iii,1,0.5333333333333333,0.4444444444444444,0.6666666666666666,6.0
GaussianNB,marichyasana iii,2,0.5333333333333333,0.4444444444444444,0.6666666666666666,6.0
KNeighborsClassifier,marichyasana iii,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,7.0
MLPClassifier,marichyasana iii,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,7.0
RandomForestClassifier,marichyasana iii,3,0.588235294117647,0.5,0.7142857142857143,7.0
RandomForestClassifier,marichyasana iii,2,0.6,0.75,0.5,6.0
SVC,marichyasana iii,0,0.6153846153846153,0.6666666666666666,0.5714285714285714,7.0
KNeighborsClassifier,marichyasana iii,3,0.6250000000000001,0.5555555555555556,0.7142857142857143,7.0
MLPClassifier,marichyasana iii,4,0.6250000000000001,0.5555555555555556,0.7142857142857143,7.0
MLPClassifier,marichyasana iii,1,0.6666666666666666,1.0,0.5,6.0
KNeighborsClassifier,marichyasana iii,2,0.6666666666666666,1.0,0.5,6.0
MLPClassifier,marichyasana iii,2,0.6666666666666666,1.0,0.5,6.0
SVC,marichyasana iii,3,0.6666666666666666,0.625,0.7142857142857143,7.0
DecisionTreeClassifier,marichyasana iii,3,0.6666666666666666,0.625,0.7142857142857143,7.0
MLPClassifier,marichyasana iii,3,0.6666666666666666,0.625,0.7142857142857143,7.0
AdaBoostClassifier,marjaryasana,0,0.0,0.0,0.0,9.0
AdaBoostClassifier,marjaryasana,1,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,marjaryasana,1,0.0,0.0,0.0,9.0
AdaBoostClassifier,marjaryasana,2,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,marjaryasana,2,0.0,0.0,0.0,9.0
AdaBoostClassifier,marjaryasana,3,0.0,0.0,0.0,10.0
QuadraticDiscriminantAnalysis,marjaryasana,3,0.0,0.0,0.0,10.0
AdaBoostClassifier,marjaryasana,4,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,marjaryasana,0,0.1818181818181818,0.5,0.1111111111111111,9.0
QuadraticDiscriminantAnalysis,marjaryasana,4,0.1818181818181818,0.5,0.1111111111111111,9.0
DecisionTreeClassifier,marjaryasana,2,0.23529411764705882,0.25,0.2222222222222222,9.0
KNeighborsClassifier,marjaryasana,3,0.28571428571428564,0.2727272727272727,0.3,10.0
DecisionTreeClassifier,marjaryasana,0,0.3157894736842105,0.3,0.3333333333333333,9.0
DecisionTreeClassifier,marjaryasana,4,0.35294117647058826,0.375,0.3333333333333333,9.0
RandomForestClassifier,marjaryasana,2,0.4,0.5,0.3333333333333333,9.0
SVC,marjaryasana,3,0.4000000000000001,0.4,0.4,10.0
DecisionTreeClassifier,marjaryasana,1,0.42857142857142855,0.6,0.3333333333333333,9.0
RandomForestClassifier,marjaryasana,3,0.4615384615384615,0.375,0.6,10.0
GaussianNB,marjaryasana,4,0.46153846153846156,0.35294117647058826,0.6666666666666666,9.0
RandomForestClassifier,marjaryasana,4,0.4761904761904762,0.4166666666666667,0.5555555555555556,9.0
KNeighborsClassifier,marjaryasana,2,0.5,0.45454545454545453,0.5555555555555556,9.0
SVC,marjaryasana,2,0.5,0.5714285714285714,0.4444444444444444,9.0
DecisionTreeClassifier,marjaryasana,3,0.5,0.5,0.5,10.0
MLPClassifier,marjaryasana,3,0.5185185185185185,0.4117647058823529,0.7,10.0
MLPClassifier,marjaryasana,2,0.5217391304347826,0.42857142857142855,0.6666666666666666,9.0
KNeighborsClassifier,marjaryasana,1,0.5263157894736842,0.5,0.5555555555555556,9.0
KNeighborsClassifier,marjaryasana,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,9.0
SVC,marjaryasana,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,9.0
SVC,marjaryasana,1,0.5555555555555556,0.5555555555555556,0.5555555555555556,9.0
GaussianNB,marjaryasana,2,0.56,0.4375,0.7777777777777778,9.0
GaussianNB,marjaryasana,3,0.5925925925925927,0.47058823529411764,0.8,10.0
RandomForestClassifier,marjaryasana,0,0.6,0.5454545454545454,0.6666666666666666,9.0
GaussianNB,marjaryasana,0,0.6086956521739131,0.5,0.7777777777777778,9.0
KNeighborsClassifier,marjaryasana,4,0.6086956521739131,0.5,0.7777777777777778,9.0
SVC,marjaryasana,4,0.6086956521739131,0.5,0.7777777777777778,9.0
MLPClassifier,marjaryasana,1,0.6363636363636364,0.5384615384615384,0.7777777777777778,9.0
RandomForestClassifier,marjaryasana,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.0
MLPClassifier,marjaryasana,4,0.6666666666666667,0.5333333333333333,0.8888888888888888,9.0
MLPClassifier,marjaryasana,0,0.6956521739130435,0.5714285714285714,0.8888888888888888,9.0
GaussianNB,marjaryasana,1,0.6956521739130435,0.5714285714285714,0.8888888888888888,9.0
AdaBoostClassifier,matsyasana,0,0.0,0.0,0.0,11.0
AdaBoostClassifier,matsyasana,1,0.0,0.0,0.0,12.0
AdaBoostClassifier,matsyasana,2,0.0,0.0,0.0,12.0
AdaBoostClassifier,matsyasana,3,0.0,0.0,0.0,11.0
AdaBoostClassifier,matsyasana,4,0.0,0.0,0.0,11.0
DecisionTreeClassifier,matsyasana,4,0.4444444444444444,0.375,0.5454545454545454,11.0
QuadraticDiscriminantAnalysis,matsyasana,2,0.5882352941176471,1.0,0.4166666666666667,12.0
DecisionTreeClassifier,matsyasana,1,0.6086956521739131,0.6363636363636364,0.5833333333333334,12.0
GaussianNB,matsyasana,4,0.6153846153846153,0.5333333333333333,0.7272727272727273,11.0
MLPClassifier,matsyasana,2,0.6666666666666667,0.5555555555555556,0.8333333333333334,12.0
KNeighborsClassifier,matsyasana,2,0.6896551724137931,0.5882352941176471,0.8333333333333334,12.0
SVC,matsyasana,2,0.6896551724137931,0.5882352941176471,0.8333333333333334,12.0
RandomForestClassifier,matsyasana,4,0.6956521739130435,0.6666666666666666,0.7272727272727273,11.0
DecisionTreeClassifier,matsyasana,3,0.7000000000000001,0.7777777777777778,0.6363636363636364,11.0
QuadraticDiscriminantAnalysis,matsyasana,1,0.7368421052631579,1.0,0.5833333333333334,12.0
DecisionTreeClassifier,matsyasana,0,0.7407407407407406,0.625,0.9090909090909091,11.0
SVC,matsyasana,4,0.7407407407407406,0.625,0.9090909090909091,11.0
GaussianNB,matsyasana,2,0.7586206896551724,0.6470588235294118,0.9166666666666666,12.0
DecisionTreeClassifier,matsyasana,2,0.7692307692307692,0.7142857142857143,0.8333333333333334,12.0
QuadraticDiscriminantAnalysis,matsyasana,3,0.7777777777777778,1.0,0.6363636363636364,11.0
MLPClassifier,matsyasana,0,0.7826086956521738,0.75,0.8181818181818182,11.0
KNeighborsClassifier,matsyasana,4,0.7826086956521738,0.75,0.8181818181818182,11.0
KNeighborsClassifier,matsyasana,0,0.8,0.7142857142857143,0.9090909090909091,11.0
GaussianNB,matsyasana,1,0.8,0.7692307692307693,0.8333333333333334,12.0
MLPClassifier,matsyasana,4,0.8,0.7142857142857143,0.9090909090909091,11.0
GaussianNB,matsyasana,3,0.8181818181818182,0.8181818181818182,0.8181818181818182,11.0
MLPClassifier,matsyasana,3,0.8333333333333333,0.7692307692307693,0.9090909090909091,11.0
QuadraticDiscriminantAnalysis,matsyasana,4,0.8421052631578948,1.0,0.7272727272727273,11.0
SVC,matsyasana,0,0.8695652173913043,0.8333333333333334,0.9090909090909091,11.0
MLPClassifier,matsyasana,1,0.8695652173913043,0.9090909090909091,0.8333333333333334,12.0
SVC,matsyasana,1,0.8799999999999999,0.8461538461538461,0.9166666666666666,12.0
RandomForestClassifier,matsyasana,1,0.8799999999999999,0.8461538461538461,0.9166666666666666,12.0
GaussianNB,matsyasana,0,0.88,0.7857142857142857,1.0,11.0
QuadraticDiscriminantAnalysis,matsyasana,0,0.9,1.0,0.8181818181818182,11.0
KNeighborsClassifier,matsyasana,3,0.9,1.0,0.8181818181818182,11.0
KNeighborsClassifier,matsyasana,1,0.9090909090909091,1.0,0.8333333333333334,12.0
SVC,matsyasana,3,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
RandomForestClassifier,matsyasana,2,0.923076923076923,0.8571428571428571,1.0,12.0
RandomForestClassifier,matsyasana,3,0.9523809523809523,1.0,0.9090909090909091,11.0
RandomForestClassifier,matsyasana,0,0.9565217391304348,0.9166666666666666,1.0,11.0
AdaBoostClassifier,mayurasana,0,0.0,0.0,0.0,11.0
AdaBoostClassifier,mayurasana,1,0.0,0.0,0.0,10.0
AdaBoostClassifier,mayurasana,2,0.0,0.0,0.0,10.0
AdaBoostClassifier,mayurasana,3,0.0,0.0,0.0,10.0
AdaBoostClassifier,mayurasana,4,0.0,0.0,0.0,10.0
GaussianNB,mayurasana,3,0.10000000000000002,0.1,0.1,10.0
GaussianNB,mayurasana,2,0.10526315789473685,0.1111111111111111,0.1,10.0
DecisionTreeClassifier,mayurasana,3,0.13333333333333333,0.2,0.1,10.0
SVC,mayurasana,2,0.14285714285714288,0.25,0.1,10.0
QuadraticDiscriminantAnalysis,mayurasana,3,0.18181818181818182,1.0,0.1,10.0
DecisionTreeClassifier,mayurasana,0,0.1904761904761905,0.2,0.18181818181818182,11.0
SVC,mayurasana,3,0.23529411764705882,0.2857142857142857,0.2,10.0
DecisionTreeClassifier,mayurasana,1,0.24,0.2,0.3,10.0
GaussianNB,mayurasana,0,0.28571428571428564,0.3,0.2727272727272727,11.0
MLPClassifier,mayurasana,2,0.3,0.3,0.3,10.0
QuadraticDiscriminantAnalysis,mayurasana,0,0.3076923076923077,1.0,0.18181818181818182,11.0
GaussianNB,mayurasana,4,0.3333333333333333,0.2857142857142857,0.4,10.0
QuadraticDiscriminantAnalysis,mayurasana,2,0.33333333333333337,1.0,0.2,10.0
DecisionTreeClassifier,mayurasana,4,0.38461538461538464,0.3125,0.5,10.0
QuadraticDiscriminantAnalysis,mayurasana,4,0.4285714285714285,0.75,0.3,10.0
SVC,mayurasana,0,0.4444444444444444,0.5714285714285714,0.36363636363636365,11.0
MLPClassifier,mayurasana,0,0.4444444444444444,0.5714285714285714,0.36363636363636365,11.0
MLPClassifier,mayurasana,3,0.4444444444444445,0.5,0.4,10.0
QuadraticDiscriminantAnalysis,mayurasana,1,0.4615384615384615,1.0,0.3,10.0
GaussianNB,mayurasana,1,0.5,0.6666666666666666,0.4,10.0
RandomForestClassifier,mayurasana,3,0.5,0.5,0.5,10.0
KNeighborsClassifier,mayurasana,4,0.5217391304347826,0.46153846153846156,0.6,10.0
KNeighborsClassifier,mayurasana,3,0.5263157894736842,0.5555555555555556,0.5,10.0
SVC,mayurasana,4,0.5454545454545454,0.5,0.6,10.0
RandomForestClassifier,mayurasana,4,0.5714285714285714,0.4444444444444444,0.8,10.0
KNeighborsClassifier,mayurasana,0,0.6,0.6666666666666666,0.5454545454545454,11.0
SVC,mayurasana,1,0.631578947368421,0.6666666666666666,0.6,10.0
DecisionTreeClassifier,mayurasana,2,0.631578947368421,0.6666666666666666,0.6,10.0
RandomForestClassifier,mayurasana,2,0.7,0.7,0.7,10.0
MLPClassifier,mayurasana,1,0.7272727272727272,0.6666666666666666,0.8,10.0
MLPClassifier,mayurasana,4,0.7272727272727272,0.6666666666666666,0.8,10.0
RandomForestClassifier,mayurasana,0,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
KNeighborsClassifier,mayurasana,1,0.761904761904762,0.7272727272727273,0.8,10.0
RandomForestClassifier,mayurasana,1,0.7777777777777777,0.875,0.7,10.0
KNeighborsClassifier,mayurasana,2,0.8000000000000002,0.8,0.8,10.0
AdaBoostClassifier,natarajasana,0,0.0,0.0,0.0,14.0
AdaBoostClassifier,natarajasana,1,0.0,0.0,0.0,14.0
AdaBoostClassifier,natarajasana,2,0.0,0.0,0.0,14.0
AdaBoostClassifier,natarajasana,3,0.0,0.0,0.0,15.0
AdaBoostClassifier,natarajasana,4,0.0,0.0,0.0,15.0
DecisionTreeClassifier,natarajasana,0,0.5185185185185186,0.5384615384615384,0.5,14.0
QuadraticDiscriminantAnalysis,natarajasana,2,0.5384615384615384,0.3684210526315789,1.0,14.0
QuadraticDiscriminantAnalysis,natarajasana,4,0.5454545454545454,0.375,1.0,15.0
DecisionTreeClassifier,natarajasana,1,0.5833333333333334,0.7,0.5,14.0
DecisionTreeClassifier,natarajasana,3,0.5925925925925926,0.6666666666666666,0.5333333333333333,15.0
QuadraticDiscriminantAnalysis,natarajasana,0,0.5957446808510638,0.42424242424242425,1.0,14.0
QuadraticDiscriminantAnalysis,natarajasana,1,0.6285714285714286,0.5238095238095238,0.7857142857142857,14.0
GaussianNB,natarajasana,3,0.65,0.52,0.8666666666666667,15.0
GaussianNB,natarajasana,0,0.6666666666666666,0.8,0.5714285714285714,14.0
GaussianNB,natarajasana,1,0.6666666666666666,0.6923076923076923,0.6428571428571429,14.0
QuadraticDiscriminantAnalysis,natarajasana,3,0.6666666666666667,0.5416666666666666,0.8666666666666667,15.0
GaussianNB,natarajasana,4,0.6829268292682926,0.5384615384615384,0.9333333333333333,15.0
MLPClassifier,natarajasana,0,0.6923076923076924,0.75,0.6428571428571429,14.0
DecisionTreeClassifier,natarajasana,2,0.6923076923076924,0.75,0.6428571428571429,14.0
DecisionTreeClassifier,natarajasana,4,0.7272727272727272,0.6666666666666666,0.8,15.0
GaussianNB,natarajasana,2,0.7333333333333334,0.6875,0.7857142857142857,14.0
KNeighborsClassifier,natarajasana,0,0.7407407407407408,0.7692307692307693,0.7142857142857143,14.0
RandomForestClassifier,natarajasana,1,0.7407407407407408,0.7692307692307693,0.7142857142857143,14.0
MLPClassifier,natarajasana,1,0.7407407407407408,0.7692307692307693,0.7142857142857143,14.0
MLPClassifier,natarajasana,3,0.7500000000000001,0.7058823529411765,0.8,15.0
KNeighborsClassifier,natarajasana,3,0.7586206896551724,0.7857142857142857,0.7333333333333333,15.0
RandomForestClassifier,natarajasana,4,0.8,0.7,0.9333333333333333,15.0
MLPClassifier,natarajasana,4,0.8000000000000002,0.8,0.8,15.0
RandomForestClassifier,natarajasana,3,0.8125,0.7647058823529411,0.8666666666666667,15.0
SVC,natarajasana,4,0.8235294117647058,0.7368421052631579,0.9333333333333333,15.0
SVC,natarajasana,1,0.8275862068965518,0.8,0.8571428571428571,14.0
KNeighborsClassifier,natarajasana,1,0.8333333333333333,1.0,0.7142857142857143,14.0
RandomForestClassifier,natarajasana,0,0.8461538461538461,0.9166666666666666,0.7857142857142857,14.0
SVC,natarajasana,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
KNeighborsClassifier,natarajasana,2,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
SVC,natarajasana,2,0.8666666666666666,0.8125,0.9285714285714286,14.0
RandomForestClassifier,natarajasana,2,0.8666666666666666,0.8125,0.9285714285714286,14.0
KNeighborsClassifier,natarajasana,4,0.8666666666666667,0.8666666666666667,0.8666666666666667,15.0
SVC,natarajasana,3,0.8749999999999999,0.8235294117647058,0.9333333333333333,15.0
MLPClassifier,natarajasana,2,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
SVC,padangusthasana,0,0.0,0.0,0.0,3.0
AdaBoostClassifier,padangusthasana,0,0.0,0.0,0.0,3.0
QuadraticDiscriminantAnalysis,padangusthasana,0,0.0,0.0,0.0,3.0
KNeighborsClassifier,padangusthasana,1,0.0,0.0,0.0,4.0
SVC,padangusthasana,1,0.0,0.0,0.0,4.0
RandomForestClassifier,padangusthasana,1,0.0,0.0,0.0,4.0
MLPClassifier,padangusthasana,1,0.0,0.0,0.0,4.0
AdaBoostClassifier,padangusthasana,1,0.0,0.0,0.0,4.0
GaussianNB,padangusthasana,1,0.0,0.0,0.0,4.0
QuadraticDiscriminantAnalysis,padangusthasana,1,0.0,0.0,0.0,4.0
SVC,padangusthasana,2,0.0,0.0,0.0,4.0
RandomForestClassifier,padangusthasana,2,0.0,0.0,0.0,4.0
AdaBoostClassifier,padangusthasana,2,0.0,0.0,0.0,4.0
QuadraticDiscriminantAnalysis,padangusthasana,2,0.0,0.0,0.0,4.0
SVC,padangusthasana,3,0.0,0.0,0.0,4.0
AdaBoostClassifier,padangusthasana,3,0.0,0.0,0.0,4.0
QuadraticDiscriminantAnalysis,padangusthasana,3,0.0,0.0,0.0,4.0
SVC,padangusthasana,4,0.0,0.0,0.0,3.0
RandomForestClassifier,padangusthasana,4,0.0,0.0,0.0,3.0
MLPClassifier,padangusthasana,4,0.0,0.0,0.0,3.0
AdaBoostClassifier,padangusthasana,4,0.0,0.0,0.0,3.0
QuadraticDiscriminantAnalysis,padangusthasana,4,0.0,0.0,0.0,3.0
DecisionTreeClassifier,padangusthasana,2,0.22222222222222224,0.2,0.25,4.0
DecisionTreeClassifier,padangusthasana,0,0.28571428571428575,0.25,0.3333333333333333,3.0
GaussianNB,padangusthasana,2,0.28571428571428575,0.2,0.5,4.0
GaussianNB,padangusthasana,3,0.30769230769230765,0.2222222222222222,0.5,4.0
KNeighborsClassifier,padangusthasana,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
KNeighborsClassifier,padangusthasana,2,0.3333333333333333,0.5,0.25,4.0
MLPClassifier,padangusthasana,2,0.3333333333333333,0.5,0.25,4.0
RandomForestClassifier,padangusthasana,3,0.3333333333333333,0.5,0.25,4.0
MLPClassifier,padangusthasana,3,0.3333333333333333,0.5,0.25,4.0
GaussianNB,padangusthasana,4,0.3333333333333333,0.2222222222222222,0.6666666666666666,3.0
GaussianNB,padangusthasana,0,0.36363636363636365,0.25,0.6666666666666666,3.0
DecisionTreeClassifier,padangusthasana,1,0.4,1.0,0.25,4.0
DecisionTreeClassifier,padangusthasana,3,0.4,0.3333333333333333,0.5,4.0
DecisionTreeClassifier,padangusthasana,4,0.4,0.5,0.3333333333333333,3.0
KNeighborsClassifier,padangusthasana,3,0.4444444444444445,0.4,0.5,4.0
RandomForestClassifier,padangusthasana,0,0.5,1.0,0.3333333333333333,3.0
KNeighborsClassifier,padangusthasana,4,0.5,1.0,0.3333333333333333,3.0
MLPClassifier,padangusthasana,0,0.8571428571428571,0.75,1.0,3.0
AdaBoostClassifier,padmasana,0,0.0,0.0,0.0,14.0
AdaBoostClassifier,padmasana,1,0.0,0.0,0.0,14.0
AdaBoostClassifier,padmasana,2,0.0,0.0,0.0,13.0
AdaBoostClassifier,padmasana,3,0.0,0.0,0.0,13.0
AdaBoostClassifier,padmasana,4,0.0,0.0,0.0,14.0
GaussianNB,padmasana,4,0.38095238095238093,0.5714285714285714,0.2857142857142857,14.0
QuadraticDiscriminantAnalysis,padmasana,4,0.4,0.6666666666666666,0.2857142857142857,14.0
DecisionTreeClassifier,padmasana,4,0.4615384615384615,0.5,0.42857142857142855,14.0
KNeighborsClassifier,padmasana,4,0.4827586206896552,0.4666666666666667,0.5,14.0
GaussianNB,padmasana,2,0.4999999999999999,0.5454545454545454,0.46153846153846156,13.0
SVC,padmasana,4,0.5217391304347826,0.6666666666666666,0.42857142857142855,14.0
GaussianNB,padmasana,0,0.5384615384615384,0.5833333333333334,0.5,14.0
DecisionTreeClassifier,padmasana,3,0.5384615384615384,0.5384615384615384,0.5384615384615384,13.0
MLPClassifier,padmasana,4,0.56,0.6363636363636364,0.5,14.0
DecisionTreeClassifier,padmasana,0,0.5625000000000001,0.5,0.6428571428571429,14.0
DecisionTreeClassifier,padmasana,1,0.5625000000000001,0.5,0.6428571428571429,14.0
KNeighborsClassifier,padmasana,2,0.5806451612903226,0.5,0.6923076923076923,13.0
DecisionTreeClassifier,padmasana,2,0.5806451612903226,0.5,0.6923076923076923,13.0
GaussianNB,padmasana,3,0.6,0.8571428571428571,0.46153846153846156,13.0
MLPClassifier,padmasana,0,0.6000000000000001,0.5625,0.6428571428571429,14.0
KNeighborsClassifier,padmasana,0,0.6206896551724138,0.6,0.6428571428571429,14.0
QuadraticDiscriminantAnalysis,padmasana,0,0.6666666666666666,1.0,0.5,14.0
GaussianNB,padmasana,1,0.6666666666666666,0.8,0.5714285714285714,14.0
QuadraticDiscriminantAnalysis,padmasana,1,0.6666666666666666,0.6923076923076923,0.6428571428571429,14.0
RandomForestClassifier,padmasana,4,0.6666666666666666,0.6923076923076923,0.6428571428571429,14.0
RandomForestClassifier,padmasana,2,0.7096774193548387,0.6111111111111112,0.8461538461538461,13.0
KNeighborsClassifier,padmasana,3,0.7096774193548387,0.6111111111111112,0.8461538461538461,13.0
MLPClassifier,padmasana,2,0.7333333333333334,0.6470588235294118,0.8461538461538461,13.0
RandomForestClassifier,padmasana,0,0.7407407407407408,0.7692307692307693,0.7142857142857143,14.0
SVC,padmasana,1,0.7407407407407408,0.7692307692307693,0.7142857142857143,14.0
QuadraticDiscriminantAnalysis,padmasana,3,0.7407407407407408,0.7142857142857143,0.7692307692307693,13.0
SVC,padmasana,0,0.7692307692307692,0.8333333333333334,0.7142857142857143,14.0
SVC,padmasana,2,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.0
QuadraticDiscriminantAnalysis,padmasana,2,0.787878787878788,0.65,1.0,13.0
RandomForestClassifier,padmasana,3,0.8000000000000002,0.7058823529411765,0.9230769230769231,13.0
KNeighborsClassifier,padmasana,1,0.8125000000000001,0.7222222222222222,0.9285714285714286,14.0
MLPClassifier,padmasana,3,0.8333333333333333,0.9090909090909091,0.7692307692307693,13.0
RandomForestClassifier,padmasana,1,0.8666666666666666,0.8125,0.9285714285714286,14.0
MLPClassifier,padmasana,1,0.8666666666666666,0.8125,0.9285714285714286,14.0
SVC,padmasana,3,0.8799999999999999,0.9166666666666666,0.8461538461538461,13.0
AdaBoostClassifier,parighasana,0,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,parighasana,0,0.0,0.0,0.0,9.0
AdaBoostClassifier,parighasana,1,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,parighasana,1,0.0,0.0,0.0,9.0
AdaBoostClassifier,parighasana,2,0.0,0.0,0.0,9.0
QuadraticDiscriminantAnalysis,parighasana,2,0.0,0.0,0.0,9.0
AdaBoostClassifier,parighasana,3,0.0,0.0,0.0,8.0
AdaBoostClassifier,parighasana,4,0.0,0.0,0.0,8.0
QuadraticDiscriminantAnalysis,parighasana,3,0.2222222222222222,1.0,0.125,8.0
QuadraticDiscriminantAnalysis,parighasana,4,0.2222222222222222,1.0,0.125,8.0
DecisionTreeClassifier,parighasana,1,0.380952380952381,0.3333333333333333,0.4444444444444444,9.0
DecisionTreeClassifier,parighasana,3,0.5,0.4166666666666667,0.625,8.0
DecisionTreeClassifier,parighasana,4,0.5,0.4166666666666667,0.625,8.0
GaussianNB,parighasana,2,0.5263157894736842,0.5,0.5555555555555556,9.0
GaussianNB,parighasana,4,0.5882352941176471,0.5555555555555556,0.625,8.0
SVC,parighasana,2,0.6153846153846153,1.0,0.4444444444444444,9.0
